,DaysToBloom,MedianLeafAngle,LeafAngleSDV,PoorStand?,PaniclesPerPlot,PanicleGrainWeight,EstimatedPlotYield,FlagLeafLength,FlagLeafWidth,ExtantLeafNumber,PlantHeight,ThirdLeafLength,ThirdLeafWidth,TillersPerPlant,StemDiameterLower,StemDiameterUpper,RachisLength,RachisDiameterLower,RachisDiameterUpper,PrimaryBranchNo,BranchInternodeLength
PI_533989,73.0,38.7,7.64,N,13.0,25.7,334.1,38.3,5.6,12.0,97.0,62.5,8.5,0.67,23.87,9.62,21.23,7.72,1.55,52.33,1.27
PI_595740,75.0,43.2,4.95,N,8.0,37.7,301.6,30.5,5.6,16.0,142.0,52.0,7.3,0.67,32.79,12.13,9.0,7.24,4.28,39.67,2.33
PI_656040,78.0,41.3,3.79,N,8.0,25.5,204.0,33.4,4.5,12.0,83.0,62.0,6.3,0.0,29.27,11.38,27.0,7.56,2.55,88.67,1.7000000000000002
PI_655971,62.0,53.2,8.54,N,11.0,37.1,408.1,35.1,3.8,12.0,103.0,66.5,6.3,2.0,22.84,10.82,14.4,9.37,2.4,75.0,1.27
PI_655995,71.0,38.9,7.4,N,15.0,4.7,70.5,45.8,5.9,13.0,213.0,67.0,8.0,0.0,20.02,11.44,6.6,6.81,2.45,51.67,35.13
PI_534145,50.0,52.1,13.6,N,37.0,15.4,569.8000000000001,38.0,4.1,8.0,95.0,65.0,5.6,2.33,19.55,7.34,34.93,4.58,1.7000000000000002,38.67,1.9300000000000002
PI_534163,75.0,39.3,1.42,N,7.0,15.8,110.6,30.6,4.5,14.0,82.0,34.5,5.0,0.33,30.94,9.44,16.5,7.27,4.76,58.0,1.83
PI_656018,69.0,46.1,4.12,N,18.0,67.7,1218.6000000000001,44.3,4.5,14.0,97.0,78.0,7.0,0.0,29.7,14.19,16.77,8.17,3.67,49.67,3.37
PI_656121,59.0,61.3,4.05,N,18.0,35.1,631.8000000000001,29.7,3.2,10.0,85.0,48.5,4.5,1.0,19.65,9.16,23.9,6.95,3.55,60.33,2.1
PI_656016,67.0,37.4,3.99,N,15.0,21.3,319.5,36.2,4.4,14.0,97.0,61.0,6.0,0.0,24.76,10.49,27.87,7.5,2.37,40.33,2.9
PI_534115,63.0,53.4,15.18,N,10.0,34.0,340.0,46.5,6.6,14.0,90.0,58.0,6.5,0.0,18.84,11.49,16.4,8.65,1.97,70.33,1.63
PI_656020,58.0,38.1,7.15,N,14.0,16.8,235.2,42.2,3.1,11.0,80.0,67.0,6.5,0.0,20.64,9.16,15.4,6.39,3.0,39.33,2.2
PI_656095,69.0,31.1,5.35,N,13.0,16.0,208.0,42.7,3.5,10.0,136.0,85.0,6.1,0.67,16.03,11.32,25.1,7.25,2.74,88.67,1.3
PI_576373,,,,Y,,27.8,,62.1,7.2,11.0,75.0,81.0,9.5,1.67,24.31,10.59,19.13,6.51,2.1,49.0,1.77
PI_564163,60.0,40.1,2.39,N,15.0,47.5,712.5,29.0,3.8,12.0,101.0,68.5,6.5,1.0,23.74,10.4,29.5,7.55,2.04,61.67,2.63
PI_576340,63.0,55.8,9.78,N,14.0,,,34.0,4.4,13.0,119.0,53.0,7.6,0.0,25.45,10.39,26.13,7.51,1.99,50.67,2.13
PI_564163,62.0,28.6,5.76,N,18.0,56.2,1011.6,30.5,4.0,12.0,98.0,81.5,7.5,0.0,19.28,8.59,24.6,6.12,2.49,56.67,2.1
PI_552861,63.0,28.3,6.85,N,14.0,63.0,882.0,30.8,3.5,12.0,82.0,64.0,8.0,0.0,17.92,9.55,27.9,7.27,2.38,53.67,2.83
PI_534137,63.0,50.8,6.1,N,18.0,43.3,779.4,28.1,5.0,11.0,110.0,69.0,7.0,1.33,21.48,7.83,18.93,5.94,3.04,38.33,3.4
PI_576401,66.0,40.3,3.25,N,12.0,44.5,534.0,39.1,6.4,14.0,130.0,62.0,7.5,0.67,22.58,12.88,17.97,7.9,2.64,101.67,2.17
PI_534139,,,,Y,,,,,,,,,,,,,,,,,
PI_576390,,,,Y,,,,,,,,,,,,,,,,,
PI_595714,63.0,56.8,4.41,N,17.0,43.3,736.0999999999999,37.2,4.1,8.0,70.0,54.5,7.6,0.67,21.87,9.94,17.63,7.95,2.56,60.67,2.4
PI_656069,75.0,46.4,3.17,N,8.0,34.6,276.8,34.4,6.4,14.0,70.0,71.0,8.2,0.0,32.2,11.62,16.0,8.45,4.92,72.67,2.87
PI_534108,62.0,48.0,8.81,N,22.0,31.4,690.8,35.6,5.1,13.0,99.0,70.0,8.3,2.0,23.15,10.1,13.5,7.36,4.08,51.0,2.17
PI_576345,63.0,37.3,6.95,N,12.0,67.4,808.8,35.0,5.1,15.0,120.0,43.0,6.0,0.0,22.95,11.68,14.43,8.71,5.68,50.67,1.5
PI_534148,63.0,42.0,5.34,N,12.0,16.4,196.8,38.8,4.4,14.0,110.0,59.0,6.0,0.33,29.81,13.48,31.37,11.14,1.59,72.33,3.77
PI_533949,50.0,54.6,5.69,N,18.0,44.6,802.8,38.7,3.7,9.0,91.0,73.0,7.0,0.33,15.61,8.34,20.83,6.61,1.22,55.67,2.57
PI_656001,71.0,40.1,2.95,N,15.0,48.1,721.5,36.5,5.6,13.0,95.0,62.0,6.6,0.0,21.94,11.13,14.0,8.53,3.01,55.0,1.67
PI_597967,69.0,45.2,3.33,N,13.0,45.1,586.3000000000001,45.0,5.7,11.0,90.0,64.5,7.0,0.67,25.32,11.69,9.17,8.8,4.13,63.33,1.57
PI_576332,65.0,39.8,5.93,N,20.0,28.7,574.0,26.2,4.2,12.0,90.0,80.0,7.5,1.0,24.0,11.27,28.47,7.37,3.04,68.67,1.67
PI_597946,57.0,50.2,2.72,N,24.0,29.4,705.5999999999999,35.6,2.5,8.0,108.0,64.0,6.5,1.33,18.14,8.75,22.8,6.94,3.7,40.5,3.3
PI_534047,51.0,55.8,13.15,N,18.0,49.7,894.6,34.0,3.8,9.0,70.0,50.0,4.3,1.0,20.65,10.22,28.2,8.05,3.26,47.0,2.7
PI_533940,60.0,53.7,6.62,N,22.0,16.1,354.20000000000005,29.5,3.6,10.0,140.0,55.5,6.0,1.0,18.23,7.83,19.33,5.88,2.55,47.33,1.3
PI_533845,64.0,58.2,6.75,N,25.0,26.5,662.5,25.4,4.0,10.0,80.0,57.5,6.5,0.0,21.95,10.39,22.97,6.1,3.94,64.67,2.57
PI_534009,76.0,43.7,7.52,N,17.0,26.5,450.5,37.9,4.8,12.0,70.0,66.0,6.7,0.0,26.81,12.42,20.8,7.2,3.09,123.33,2.77
PI_533842,75.0,43.0,8.14,Y,8.0,6.0,48.0,49.8,5.7,12.0,77.0,61.0,6.0,1.67,26.06,12.11,16.67,8.19,3.4,77.0,1.2
PI_656055,62.0,40.8,5.65,N,18.0,45.6,820.8,45.8,6.4,13.0,90.0,67.0,6.5,0.0,24.8,11.26,24.6,6.72,3.37,80.0,3.97
PI_276837,60.0,52.6,1.88,N,20.0,15.2,304.0,30.0,3.0,9.0,140.0,50.0,5.5,0.0,19.96,8.77,15.67,6.58,2.95,41.33,2.67
PI_656118,62.0,55.7,9.47,N,,27.8,,37.0,3.5,12.0,121.0,64.5,5.3,0.67,23.35,8.49,24.33,6.29,1.09,35.33,6.07
PI_656041,71.0,43.5,5.37,N,21.0,21.2,445.2,48.8,4.1,16.0,125.0,61.0,5.5,0.33,22.4,8.84,12.4,6.05,2.12,61.67,0.87
TX430,69.0,39.9,5.71,N,16.0,12.3,196.8,31.8,4.3,14.0,92.0,67.0,6.0,0.0,25.74,8.91,26.8,6.91,2.23,78.0,1.9300000000000002
PI_533902,69.0,46.6,4.47,N,,30.5,,40.0,4.9,12.0,80.0,65.0,6.0,0.0,28.35,13.26,34.5,8.78,3.45,57.0,2.7
PI_533919,63.0,47.4,8.08,N,14.0,38.8,543.1999999999999,60.0,6.0,11.0,77.0,72.5,7.5,0.33,26.43,14.5,36.1,9.95,1.1400000000000001,91.33,4.17
PI_533824,65.0,37.0,9.41,N,20.0,23.9,478.0,42.1,5.8,13.0,75.0,58.5,7.5,0.33,22.74,10.12,19.93,6.35,0.83,68.67,3.0
PI_629059,60.0,40.0,0.67,N,20.0,54.7,1094.0,47.5,5.1,12.0,83.0,78.0,7.3,0.33,21.17,9.61,24.5,6.47,2.34,57.0,1.23
PI_576396,62.0,44.2,7.74,N,16.0,44.8,716.8,40.5,5.2,14.0,86.0,58.0,6.0,0.0,18.13,9.29,7.7,6.95,5.83,27.0,2.27
PI_576339,58.0,47.4,10.82,N,14.0,28.7,401.8,34.0,5.1,12.0,100.0,63.0,7.2,0.0,24.06,9.39,20.33,6.95,3.35,54.67,1.03
PI_564163,58.0,41.2,4.25,N,20.0,35.8,716.0,40.6,5.0,13.0,100.0,79.0,6.7,0.0,16.23,8.4,25.63,5.61,2.25,50.67,2.0
PI_597972,57.0,54.2,7.96,N,13.0,38.6,501.8,46.4,5.6,11.0,92.0,74.0,7.0,0.0,23.12,11.39,21.9,7.23,3.24,72.33,3.47
PI_655999,63.0,30.9,3.26,N,80.0,0.8,64.0,47.0,4.2,10.0,180.0,70.0,4.5,5.0,14.37,4.3,17.5,2.78,1.27,33.0,2.7
PI_656120,61.0,53.6,,Y,10.0,,,34.2,6.0,12.0,80.0,48.5,6.5,0.33,29.15,12.82,15.73,10.28,5.25,45.67,2.57
PI_534133,67.0,28.8,4.18,N,14.0,30.9,432.6,42.7,4.7,12.0,91.0,75.0,7.5,0.0,25.61,11.42,22.77,7.53,0.94,110.33,3.03
PI_641849,50.0,54.4,2.78,Y,31.0,9.3,288.3,44.5,3.6,8.0,190.0,59.0,6.0,2.33,16.24,7.28,30.77,5.47,0.97,43.0,7.3
PI_655978,66.0,38.2,3.99,N,12.0,30.0,360.0,59.2,5.3,12.0,88.0,78.0,7.0,1.0,25.65,13.54,30.57,7.25,4.83,75.33,1.97
PI_533991,62.0,63.2,5.91,N,14.0,48.2,674.8,38.0,6.2,12.0,100.0,73.5,6.5,0.33,22.58,10.71,16.33,7.88,2.57,68.0,2.43
PI_533996,56.0,47.2,2.96,N,13.0,39.8,517.4,31.5,6.3,9.0,82.0,57.5,7.5,0.33,27.85,13.18,21.9,10.8,1.7000000000000002,69.33,2.17
PI_656002,62.0,53.2,3.72,N,14.0,50.5,707.0,47.3,4.6,12.0,81.0,74.0,6.3,0.0,22.56,9.32,22.03,6.91,3.5,55.67,2.57
PI_656042,,,,Y,,,,,,,,,,,,,,,,,
,68.0,51.2,,Y,2.0,,,32.0,6.6,11.0,78.0,,,0.0,26.5,15.17,,,,,
PI_565121,67.0,39.400000000000006,8.9,N,,66.1,,34.5,6.5,13.0,112.0,62.0,9.5,0.67,21.39,9.35,19.13,5.52,2.66,58.33,2.33
PI_533965,65.0,46.9,4.36,N,27.0,18.3,494.1,34.6,5.0,11.0,77.0,74.5,8.0,1.33,19.65,11.38,30.33,7.28,3.25,58.0,4.2
PI_564163,69.0,48.9,,Y,6.0,24.6,147.60000000000002,31.1,3.6,13.0,87.0,69.0,7.5,0.0,19.79,11.89,28.9,8.44,1.9,52.33,2.5300000000000002
PI_656087,55.0,40.0,4.24,N,16.0,54.7,875.2,41.0,5.5,12.0,99.0,73.5,6.5,0.33,17.89,7.16,7.4,4.17,3.43,19.33,5.27
PI_656090,65.0,39.7,8.05,N,25.0,5.4,135.0,33.9,3.3,11.0,103.0,55.5,4.3,0.33,20.97,8.96,29.67,5.82,0.79,62.33,3.1
PI_656092,75.0,31.2,5.68,N,24.0,30.9,741.5999999999999,30.4,3.7,16.0,281.0,51.5,7.0,0.67,27.54,10.95,17.63,7.01,2.82,60.67,1.6
PI_533800,69.0,43.8,10.52,N,17.0,35.9,610.3,48.4,5.6,16.0,82.0,70.0,8.2,0.0,20.14,8.14,25.47,6.35,2.67,54.33,1.23
PI_564163,65.0,38.6,11.69,N,22.0,44.6,981.2,57.0,4.1,12.0,122.0,70.0,8.0,0.0,31.1,13.04,,,,,
PI_656029,65.0,40.1,2.81,N,16.0,37.1,593.6,25.3,3.4,13.0,97.0,58.8,5.3,1.67,28.52,8.69,19.33,5.77,2.49,48.0,1.8
PI_533789,73.0,46.4,5.23,N,6.0,30.7,184.2,51.5,6.4,15.0,82.0,,,,,,,,,,
PI_534105,59.0,59.2,9.51,N,,35.2,,29.5,4.3,11.0,162.0,58.5,6.5,2.0,21.05,11.03,20.8,9.28,3.55,73.5,1.9500000000000002
PI_656086,67.0,56.9,4.25,N,10.0,50.6,506.0,36.4,3.9,14.0,135.0,64.0,7.7,0.33,30.2,12.58,23.5,9.38,1.27,99.33,2.67
PI_533750,59.0,52.0,9.24,N,26.0,21.2,551.1999999999999,48.0,4.5,10.0,70.0,69.0,6.0,1.33,25.74,12.69,32.93,8.48,0.84,66.67,4.13
PI_659694,66.0,49.5,5.15,N,20.0,48.5,970.0,45.0,4.7,12.0,110.0,62.5,6.7,1.0,21.61,11.32,22.83,8.36,1.83,36.67,1.63
PI_534114,64.0,45.3,6.9,N,24.0,28.6,686.4000000000001,38.6,5.6,13.0,83.0,60.5,5.5,1.67,23.91,8.93,23.1,7.27,1.74,53.67,3.33
PI_576385,55.0,63.7,9.14,N,22.0,44.5,979.0,43.4,5.3,12.0,152.0,55.0,6.7,0.67,20.26,10.62,14.97,7.31,3.97,59.33,2.23
PI_576418,65.0,44.4,15.05,N,18.0,37.9,682.2,35.6,4.5,12.0,124.0,68.0,7.5,0.33,21.12,8.88,32.2,6.27,2.02,66.67,2.83
PI_597950,53.0,53.9,4.64,N,23.0,2.7,62.1,27.4,4.3,10.0,150.0,40.0,5.0,0.33,15.9,8.83,9.73,6.42,4.03,64.0,1.73
PI_597961,58.0,46.0,2.78,N,19.0,35.2,668.8,45.0,6.7,10.0,73.0,58.0,8.5,1.33,21.44,12.26,19.13,8.99,3.45,71.33,1.53
PI_533752,62.0,52.4,8.18,N,15.0,47.5,712.5,42.5,5.5,14.0,88.0,55.5,7.6,1.0,27.11,13.55,27.87,9.44,3.34,69.33,2.47
PI_656039,69.0,40.7,5.1,N,10.0,86.2,862.0,39.7,7.8,14.0,120.0,53.5,6.6,0.33,18.6,10.92,29.17,8.2,1.1400000000000001,57.0,2.07
PI_534127,61.0,53.7,4.31,N,22.0,8.7,191.39999999999998,37.6,3.8,11.0,112.0,53.5,6.0,0.67,18.17,8.88,18.97,5.12,1.72,56.33,3.4
PI_564163,60.0,39.3,3.61,N,13.0,66.8,868.4,44.1,4.8,11.0,82.0,71.0,8.0,0.0,25.25,11.96,30.37,7.38,2.35,64.67,2.1
PI_597960,66.0,53.5,5.17,N,17.0,44.5,756.5,22.5,4.3,12.0,191.0,61.0,8.2,0.0,21.97,8.81,14.13,6.46,4.62,75.0,1.77
PI_656091,71.0,39.2,6.04,N,11.0,41.8,459.79999999999995,52.0,6.3,16.0,80.0,65.0,7.8,0.0,32.07,13.56,14.1,9.96,5.99,51.67,2.1
PI_656062,69.0,39.05,0.05,Y,11.0,,,61.6,7.0,11.0,107.0,77.0,8.0,1.67,30.53,13.62,29.67,9.99,1.97,63.33,2.77
PI_597966,,,,Y,,,,,,,,,,0.33,25.28,12.99,9.7,11.65,8.38,58.0,3.3
PI_576428,63.0,49.6,11.43,N,10.0,28.3,283.0,42.0,5.4,10.0,81.0,60.0,6.5,0.67,28.95,14.57,8.85,8.94,6.25,54.5,1.05
,67.0,29.75,2.55,Y,5.0,,,43.8,7.9,9.0,103.0,,,0.33,31.61,17.2,15.3,8.69,4.53,139.67,1.33
PI_533814,71.0,51.2,2.46,Y,4.0,,,42.0,5.8,12.0,70.0,54.0,7.6,3.33,23.63,10.75,24.77,5.87,2.91,54.33,3.4
PI_534046,56.0,44.6,3.59,Y,21.0,,,33.8,4.1,9.0,70.0,,,0.0,24.1,13.73,20.83,9.37,4.0,60.0,2.77
PI_656026,57.0,57.8,8.87,Y,11.0,38.6,424.6,43.5,4.0,9.0,70.0,57.5,6.5,0.33,25.6,11.17,12.03,7.11,2.6,65.33,1.07
PI_656012,65.0,65.4,7.82,N,11.0,,,42.3,7.8,13.0,110.0,66.5,10.3,1.33,24.6,10.73,9.63,8.51,4.01,66.33,2.2
PI_656110,72.0,38.0,3.84,N,24.0,38.4,921.5999999999999,40.6,4.8,15.0,110.0,72.0,8.0,2.33,17.98,8.65,27.63,7.17,2.08,37.0,4.97
PI_656080,64.0,50.8,9.81,N,23.0,8.4,193.2,49.5,4.8,9.0,60.0,69.5,7.5,0.33,19.87,8.95,23.53,6.97,1.56,43.33,2.5300000000000002
PI_597951,51.0,66.1,13.04,N,23.0,17.8,409.4,38.3,3.6,7.0,92.0,53.0,5.0,0.0,21.13,11.98,17.63,9.07,2.41,79.67,1.87
PI_542718,72.0,60.4,7.68,N,19.0,19.8,376.2,41.0,3.4,8.0,128.0,70.5,6.5,1.0,26.15,13.76,11.0,8.98,4.52,49.33,1.5
PI_656076,58.0,59.5,11.02,N,12.0,54.8,657.5999999999999,37.1,7.5,12.0,119.0,48.5,8.5,,,,,,,,
PI_656027,71.0,45.3,6.18,N,12.0,33.1,397.20000000000005,47.7,7.4,10.0,78.0,54.0,7.0,1.0,22.92,9.92,,,,,
PI_656009,,,,Y,,,,,,,,,,,,,,,,,
PI_534021,76.0,35.5,6.79,N,15.0,43.1,646.5,,,13.0,83.0,72.0,7.5,2.0,28.67,11.57,22.6,7.99,1.09,106.67,1.47
PI_642998,63.0,64.5,7.28,N,26.0,9.8,254.8,55.0,6.6,11.0,288.0,61.0,7.0,0.0,20.4,11.27,26.97,8.1,2.09,61.0,27.97
PI_656061,71.0,42.8,6.07,N,,16.1,,36.4,3.9,14.0,100.0,65.0,7.0,0.0,23.85,9.14,15.77,7.27,2.93,50.67,1.97
PI_533972,67.0,48.7,3.12,N,18.0,57.5,1035.0,54.2,7.9,12.0,122.0,83.0,7.0,0.33,20.31,10.33,14.57,9.67,5.52,51.67,1.9
PI_533937,58.0,68.7,5.54,N,4.0,37.1,148.4,21.0,2.5,11.0,91.0,69.0,6.5,0.33,27.7,11.47,21.0,7.84,3.75,52.0,2.0
PI_564164,67.0,40.9,7.29,N,13.0,48.7,633.1,34.1,5.6,15.0,99.0,56.0,6.5,0.33,25.43,10.67,21.77,6.98,3.5,61.67,1.9
PI_534063,57.0,66.4,8.37,N,25.0,5.9,147.5,39.8,4.1,12.0,146.0,51.0,5.7,1.0,15.08,8.36,27.77,5.81,2.29,59.67,2.67
PI_576394,59.0,67.1,1.47,Y,9.0,,,34.0,4.8,13.0,89.0,63.5,6.5,1.67,25.62,12.13,18.1,6.71,3.69,44.0,3.1
PI_533856,75.0,37.9,6.92,N,14.0,29.1,407.4,61.5,6.4,14.0,82.0,77.0,7.8,1.0,25.12,13.7,17.57,8.28,3.6,83.0,1.13
PI_597973,62.0,64.6,6.33,N,13.0,20.6,267.8,50.0,5.9,14.0,110.0,73.5,8.0,0.33,23.56,13.4,27.17,7.92,0.94,107.0,3.9
PI_561072,65.0,43.2,4.14,N,5.0,59.3,296.5,44.5,7.1,13.0,103.0,74.0,8.5,0.0,29.3,13.2,24.27,9.93,2.52,61.67,2.2
PI_595702,59.0,47.2,2.42,N,21.0,26.0,546.0,37.5,4.5,10.0,117.0,49.5,7.5,1.33,21.86,8.99,17.4,6.02,3.55,47.0,2.23
PI_533985,61.0,53.0,9.02,N,21.0,44.0,924.0,38.8,5.9,12.0,91.0,65.0,7.0,2.0,21.63,10.87,22.6,7.48,2.18,45.33,1.97
PI_564163,58.0,37.5,2.2800000000000002,N,23.0,46.4,1067.2,43.8,5.0,12.0,97.0,76.5,7.7,0.0,17.31,9.62,26.1,6.57,1.35,54.67,2.6
PI_656074,,,,Y,,,,,,,,,,4.0,18.49,7.71,23.63,6.06,1.56,25.67,3.73
,63.0,42.5,8.97,N,15.0,39.0,585.0,57.5,7.1,9.0,67.0,,,1.33,26.63,8.38,22.31,4.23,2.43,58.0,3.6
PI_595743,73.0,38.1,3.92,N,18.0,11.9,214.2,39.7,3.1,12.0,87.0,82.0,7.2,0.0,26.78,12.5,22.47,9.87,4.62,60.0,4.3
PI_656114,67.0,63.7,13.1,Y,5.0,37.6,188.0,49.8,7.5,12.0,110.0,71.5,7.5,0.67,22.3,10.82,18.27,6.04,2.77,47.0,3.07
PI_533956,62.0,46.4,6.9,Y,7.0,27.7,193.9,27.5,6.7,11.0,77.0,53.5,7.3,0.33,26.44,11.41,29.07,8.68,3.9,55.67,2.87
PI_564163,59.0,49.4,7.73,N,21.0,37.5,787.5,41.5,4.8,10.0,128.0,65.0,7.2,0.0,20.09,9.95,29.67,7.41,3.06,58.0,2.83
PI_564163,59.0,44.3,3.6,N,14.0,74.6,1044.3999999999999,47.9,4.9,11.0,108.0,63.0,7.5,0.33,23.21,11.28,26.57,7.47,1.09,60.67,2.3
PI_659695,57.0,40.5,5.09,N,17.0,43.3,736.0999999999999,39.3,4.7,12.0,80.0,77.0,7.5,0.0,22.8,9.23,34.63,6.28,2.06,67.0,1.9300000000000002
PI_655981,62.0,45.1,3.18,N,23.0,17.6,404.8,45.0,4.8,14.0,108.0,66.0,5.5,1.67,22.66,13.36,25.87,8.71,3.06,48.33,3.9
PI_564163,61.0,57.0,7.89,N,14.0,17.8,249.2,52.5,5.4,10.0,62.0,52.0,4.8,0.5,15.07,6.44,23.75,4.98,1.53,52.5,1.85
PI_564163,68.0,47.25,6.51,N,8.0,83.9,671.2,38.1,5.6,12.0,82.0,67.0,7.5,,,,,,,,
PI_656115,60.0,42.3,7.55,N,,,,46.3,5.5,16.0,70.0,58.0,6.0,,,,,,,,
PI_613536,,,,Y,,,,,,,,,,,,,,,,,
PI_564163,65.0,47.849999999999994,10.95,Y,6.0,,,46.8,6.4,15.0,92.0,77.0,9.7,1.33,30.38,14.4,30.07,8.38,4.26,60.67,1.6
PI_564163,65.0,69.8,,Y,,,,42.0,5.8,9.0,77.0,48.0,5.2,0.33,32.09,13.55,28.73,8.82,2.5300000000000002,53.33,3.47
PI_656035,63.0,47.95,3.62,N,7.0,43.4,303.8,38.0,5.3,14.0,79.0,71.0,8.0,,,,,,,,
PI_656082,,,,Y,,,,,,,,,,3.0,35.5,17.16,,,,,
PI_595720,74.0,50.0,,Y,2.0,,,59.7,5.8,17.0,88.0,70.5,7.8,,,,,,,,
PI_656003,57.0,60.1,,Y,4.0,,,42.4,5.0,9.0,53.0,55.0,7.0,0.0,23.99,9.92,15.1,7.98,4.61,40.0,2.8
PI_656022,68.0,44.5,,Y,3.0,,,,,,,75.0,7.7,,,,,,,,
PI_655979,66.0,46.4,,Y,7.0,21.8,152.6,58.1,4.8,11.0,92.0,62.0,5.0,,,,,,,,
PI_655970,,,,Y,,,,,,,,65.0,5.7,,,,,,,,
PI_533961,,,,Y,,,,,,,,,,,,,,,,,
PI_533760,,,,Y,,,,,,,,61.0,6.5,,,,,,,,
PI_656034,,,,Y,,,,,,,,,,,,,,,,,
PI_597957,67.0,38.0,,Y,4.0,,,36.5,5.2,14.0,175.0,49.0,5.1,1.0,24.46,12.21,14.4,9.48,3.55,47.0,1.1
PI_534123,66.0,49.4,,Y,5.0,,,48.0,3.9,10.0,110.0,65.0,7.0,4.0,29.02,12.15,9.0,5.73,2.96,47.0,5.7
PI_576333,70.0,,,Y,1.0,,,,,12.0,90.0,,,,,,,,,,
PI_564163,63.0,47.3,3.07,N,11.0,69.7,766.7,37.0,5.4,13.0,108.0,76.0,7.5,1.0,29.42,13.08,31.8,9.1,1.83,85.0,2.4
PI_656013,,,,Y,,,,,,,,,,,,,,,,,
PI_564163,69.0,44.4,4.8100000000000005,N,14.0,53.1,743.4,52.3,6.2,11.0,80.0,80.0,8.2,1.0,30.26,12.37,23.63,8.24,4.36,61.0,2.63
PI_34911,67.0,49.5,1.4,Y,4.0,,,42.6,5.8,13.0,89.0,66.0,7.0,1.0,26.78,15.29,21.25,11.79,1.25,64.5,3.25
PI_533821,63.0,52.7,8.1,N,,45.7,,40.5,5.3,13.0,133.0,63.0,6.5,2.0,21.39,10.12,18.4,7.55,1.33,49.0,1.7000000000000002
PI_533962,71.0,40.4,8.87,N,,,,34.2,4.7,12.0,90.0,54.0,7.5,1.67,28.17,12.75,21.93,8.48,2.54,53.33,1.67
PI_597952,60.0,58.9,11.21,N,,62.6,,37.7,7.7,14.0,124.0,74.0,10.7,0.33,24.16,9.98,24.47,8.32,3.44,79.0,1.3
PI_585295,67.0,46.1,6.02,N,11.0,53.1,584.1,49.7,5.2,13.0,88.0,74.0,9.0,0.67,29.56,13.04,34.27,9.02,1.31,76.0,2.73
PI_576387,56.0,46.5,10.08,N,20.0,43.4,868.0,32.0,4.0,14.0,118.0,67.5,6.0,1.0,26.27,12.13,12.1,9.85,4.06,62.0,2.63
PI_595744,60.0,52.0,3.5,N,16.0,51.4,822.4,26.5,4.0,12.0,106.0,52.0,8.7,0.0,21.26,11.36,17.2,9.43,3.98,74.67,2.3
PI_655998,56.0,37.0,7.72,N,10.0,39.3,393.0,44.5,3.6,10.0,60.0,67.0,6.8,0.0,22.18,11.29,29.43,7.29,2.51,76.33,2.27
PI_329440,61.0,35.4,7.85,N,24.0,31.4,753.5999999999999,37.1,4.6,12.0,73.0,71.5,5.5,2.33,22.28,11.07,20.83,8.62,3.25,45.0,2.43
PI_595741,56.0,49.8,7.88,Y,18.0,15.7,282.59999999999997,42.0,3.8,12.0,78.0,67.0,5.0,0.67,16.49,8.36,35.83,5.95,1.9300000000000002,73.0,4.1
PI_656096,57.0,60.0,5.66,N,21.0,14.4,302.40000000000003,56.7,3.9,11.0,132.0,66.0,6.4,0.33,20.81,10.97,34.2,8.82,2.99,104.67,1.5
PI_564163,60.0,47.6,6.54,N,20.0,36.2,724.0,24.5,3.5,12.0,100.0,64.0,6.0,0.67,21.99,11.1,30.23,6.7,2.75,58.67,2.6
PI_564163,62.0,34.3,3.86,N,16.0,38.3,612.8,30.5,4.0,11.0,109.0,63.5,6.0,0.0,20.52,9.04,27.73,6.58,2.38,57.0,2.0
PI_656058,67.0,66.6,7.22,N,14.0,67.8,949.2,33.2,5.0,12.0,91.0,64.0,7.5,0.0,23.27,12.07,26.47,9.08,1.42,60.67,2.87
PI_533986,59.0,60.4,4.53,N,23.0,74.6,1715.8,56.1,5.5,11.0,98.0,78.0,6.3,1.67,18.96,10.5,24.3,7.58,1.01,69.33,2.67
PI_655972,66.0,50.5,5.89,N,18.0,45.9,826.2,45.0,6.8,11.0,85.0,51.0,6.4,0.0,23.74,10.76,32.0,6.72,3.39,79.67,1.83
PI_655977,63.0,54.5,4.77,N,16.0,45.6,729.6,25.5,4.9,9.0,66.0,65.0,8.8,0.67,29.2,12.39,17.97,8.7,3.95,71.0,2.6
PI_656109,55.0,57.7,8.47,N,26.0,19.9,517.4,23.0,4.4,8.0,62.0,47.0,5.0,1.67,20.51,10.07,12.73,7.44,2.82,43.67,2.97
PI_534037,58.0,74.5,6.32,N,40.0,21.9,876.0,45.0,4.1,8.0,122.0,52.0,5.5,1.0,14.24,9.53,20.4,7.03,0.98,73.0,3.17
PI_659691,75.0,48.5,4.77,N,28.0,15.1,422.8,73.2,7.3,16.0,118.0,80.5,7.5,2.33,25.4,11.65,23.43,9.25,0.87,99.67,1.53
PI_564163,63.0,37.5,6.12,N,15.0,65.3,979.5,37.4,5.5,10.0,118.0,69.0,8.0,0.0,19.88,9.96,27.07,7.68,2.64,59.33,2.2
PI_564163,63.0,50.45,6.94,N,7.0,63.6,445.2,30.1,5.0,11.0,102.0,65.5,6.8,1.33,27.71,13.88,28.1,8.58,4.28,66.0,2.03
PI_576359,76.0,52.3,,Y,3.0,,,38.3,6.2,10.0,139.0,61.0,7.4,2.0,18.0,9.8,18.5,5.97,1.54,46.0,3.0
